City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
347,Itupiranga,-5.1347,-49.3267,79.12,74,64,2.64,BR,broken clouds
348,Jardim,-21.4803,-56.1381,68.79,59,0,4.59,BR,clear sky
349,Godda,24.8333,87.2167,91.08,58,91,9.89,IN,overcast clouds
350,Kenai,60.5544,-151.2583,71.02,65,0,10.36,US,clear sky
351,Xining,36.6167,101.7667,74.8,39,54,3.18,CN,broken clouds
352,Krasnoselkup,65.7,82.4667,57.65,53,99,14.41,RU,overcast clouds
353,Boma,7.0805,-2.1697,69.33,99,91,2.24,GH,overcast clouds
354,Mayo,38.8876,-76.5119,75.61,93,0,0.0,US,clear sky
355,Channel-Port Aux Basques,47.5702,-59.1367,59.0,99,100,13.47,CA,overcast clouds
356,Aykino,62.2248,49.9922,58.75,64,98,5.3,RU,overcast clouds
357,Puerto Escondido,15.85,-97.0667,82.22,84,80,8.21,MX,broken clouds
358,La Union,-5.4,-80.75,64.96,73,6,10.8,PE,clear sky
359,Gerash,27.6652,54.1371,91.92,31,29,0.85,IR,scattered clouds
360,Kayattar,8.95,77.8,88.0,51,94,16.37,IN,overcast clouds
361,Provideniya,64.3833,-173.3,52.25,68,100,4.61,RU,overcast clouds
362,Naryan-Mar,67.6713,53.087,53.02,62,25,6.11,RU,scattered clouds
363,San Isidro,-12.1167,-77.05,61.02,86,100,3.44,PE,overcast clouds
364,Horsham,51.064,-0.3272,54.25,89,0,2.3,GB,clear sky
365,Dunedin,-45.8742,170.5036,55.8,49,5,1.99,NZ,clear sky
366,Port Hardy,50.6996,-127.4199,57.4,90,25,12.8,CA,scattered clouds
367,Coudekerque-Branche,51.0229,2.3936,55.99,92,75,6.91,FR,broken clouds
368,Lavrentiya,65.5833,-171.0,47.1,89,100,3.6,RU,overcast clouds
369,Talcahuano,-36.7167,-73.1167,38.88,100,5,3.44,CL,mist
370,Kalaleh,37.3807,55.4916,74.5,69,54,15.12,IR,light rain
371,Maragogi,-9.0122,-35.2225,76.37,76,95,10.16,BR,overcast clouds
372,Tabas,33.5959,56.9244,96.96,9,47,2.62,IR,scattered clouds
373,Hay River,60.8156,-115.7999,54.97,69,87,8.19,CA,overcast clouds
374,Taltal,-25.4,-70.4833,58.05,76,77,5.17,CL,broken clouds
375,Nata,8.3333,-80.5167,75.52,94,71,4.07,PA,broken clouds
376,Andenes,69.3143,16.1194,57.92,88,100,24.16,NO,overcast clouds
377,Zhezkazgan,47.8043,67.7144,80.58,16,0,17.9,KZ,clear sky
378,Mayumba,-3.432,10.6554,70.05,95,22,4.54,GA,few clouds
379,Vila Velha,-20.3297,-40.2925,65.95,91,0,1.14,BR,clear sky
380,Puerto Madryn,-42.7692,-65.0385,48.92,51,55,22.79,AR,broken clouds
381,Devonport,-41.1667,146.35,50.09,54,4,1.81,AU,clear sky
382,Petropavlovsk-Kamchatskiy,53.0452,158.6483,63.19,82,75,6.71,RU,broken clouds
383,Naze,28.3667,129.4833,78.01,86,92,17.36,JP,overcast clouds
384,Isangel,-19.55,169.2667,77.77,77,97,14.76,VU,overcast clouds
385,Cocachacra,-17.0883,-71.7575,59.11,83,38,3.09,PE,scattered clouds
386,Adre,13.4667,22.2,78.03,66,100,8.25,TD,overcast clouds
387,Ulaangom,49.9811,92.0667,66.9,38,100,6.91,MN,overcast clouds
388,San Cristobal,7.7669,-72.225,73.58,99,97,4.05,VE,overcast clouds
389,Blagoyevo,63.3667,47.9167,60.87,63,66,4.76,RU,broken clouds
390,Changji,44.0167,87.3167,81.39,32,0,8.95,CN,clear sky
391,Ilulissat,69.2167,-51.1,41.02,87,39,1.14,GL,scattered clouds
392,Nongan,44.382,125.1685,76.98,78,99,13.27,CN,overcast clouds
393,Ferme-Neuve,46.7001,-75.4493,56.08,60,57,3.09,CA,broken clouds
394,Tazovskiy,67.4667,78.7,47.55,63,100,16.78,RU,overcast clouds
395,Adiake,5.2863,-3.304,75.65,79,92,5.66,CI,overcast clouds
396,Pangnirtung,66.1451,-65.7125,42.31,83,96,1.77,CA,overcast clouds
397,Grindavik,63.8424,-22.4338,48.67,93,75,16.11,IS,broken clouds
398,Kondoa,-4.9,35.7833,49.14,90,9,2.42,TZ,clear sky
399,Maumere,-8.6199,122.2111,84.09,70,95,5.12,ID,overcast clouds
400,Innisfail,-17.5333,146.0333,70.03,88,100,7.72,AU,overcast clouds
401,Chuka,-0.3332,37.6459,56.44,81,94,4.45,KE,overcast clouds
402,Awjilah,29.1081,21.2869,78.93,45,0,6.31,LY,clear sky
403,Banatski Karlovac,45.0472,21.0161,71.6,60,0,3.04,RS,clear sky
404,Auki,-8.7676,160.7034,85.69,60,36,5.61,SB,scattered clouds
405,Canon City,38.441,-105.2424,67.44,78,0,7.0,US,clear sky
406,Kugulta,45.3636,42.3889,63.18,60,0,13.0,RU,clear sky
407,Golpayegan,33.4537,50.2884,82.62,13,0,4.27,IR,clear sky
408,Christchurch,-43.5333,172.6333,59.2,49,1,5.75,NZ,clear sky
409,Constitucion,-35.3333,-72.4167,51.03,78,100,8.43,CL,overcast clouds
410,Quatre Cocos,-20.2078,57.7625,73.09,67,92,20.94,MU,light rain
411,Lucea,18.451,-78.1736,78.85,82,67,11.25,JM,broken clouds
412,Linxia,35.6003,103.2064,82.02,31,0,4.05,CN,clear sky
413,San Quintin,30.4833,-115.95,66.04,83,0,16.28,MX,clear sky
414,Portland,45.5234,-122.6762,68.58,72,75,9.22,US,broken clouds
415,Nanortalik,60.1432,-45.2371,45.1,74,100,5.28,GL,overcast clouds
416,Costa Rica,-23.4167,-54.65,67.66,59,0,7.36,BR,clear sky
417,Syamzha,60.0158,41.0614,63.86,72,37,4.72,RU,scattered clouds
418,Pasighat,28.0667,95.3333,89.26,67,83,4.43,IN,broken clouds
419,Camana,-16.6228,-72.7111,60.1,83,35,8.28,PE,scattered clouds
420,Kaeo,-35.1,173.7833,58.32,76,13,3.47,NZ,few clouds
421,Tshikapa,-6.4167,20.8,70.25,50,36,3.4,CD,scattered clouds
422,Khandyga,62.6667,135.6,83.57,30,80,1.81,RU,broken clouds
423,Mbuji-Mayi,-6.15,23.6,69.6,52,45,3.69,CD,scattered clouds
424,Longhua,23.6137,114.1919,79.9,93,100,5.99,CN,light rain
425,Avallon,47.4833,3.9,54.75,86,6,3.02,FR,clear sky
426,Honiara,-9.4333,159.95,88.25,54,6,9.66,SB,clear sky
427,Margate,51.3813,1.3862,57.69,88,13,1.99,GB,few clouds
428,Santa,17.486,120.4348,89.02,71,100,8.81,PH,light rain
429,Loding,67.3,14.75,55.65,93,100,9.22,NO,overcast clouds
430,Muana,-1.5283,-49.2167,72.9,96,21,4.83,BR,few clouds
431,Linfen,36.0889,111.5189,90.7,42,4,8.1,CN,clear sky
432,Karasburg,-28.0167,18.75,51.57,66,0,5.17,NA,clear sky
433,Mineiros,-17.5694,-52.5511,64.6,46,51,2.06,BR,broken clouds
434,Sambava,-14.2667,50.1667,70.18,84,86,19.24,MG,light rain
435,Cervo,43.6702,-7.4101,61.97,86,67,14.18,ES,broken clouds
436,Donetsk,48.0,37.8,63.34,61,0,8.97,UA,clear sky
437,Mama,58.3106,112.8986,87.31,49,4,11.27,RU,clear sky
438,Rio Grande,-32.035,-52.0986,50.95,81,100,10.2,BR,overcast clouds
439,Enid,36.3956,-97.8784,82.56,69,40,8.05,US,scattered clouds
440,Manado,1.487,124.8455,88.57,70,20,5.75,ID,few clouds
441,Flin Flon,54.7682,-101.865,55.47,55,83,0.63,CA,broken clouds
442,Cabedelo,-6.9811,-34.8339,74.07,83,78,16.33,BR,light rain
443,Kanker,20.2719,81.4931,81.7,77,100,6.2,IN,overcast clouds
444,Sehithwa,-20.4667,22.7167,56.01,57,49,4.68,BW,scattered clouds
445,Santarem,-2.4431,-54.7083,73.53,100,20,0.0,BR,few clouds
446,Carauari,-4.8828,-66.8958,73.76,86,72,3.0,BR,broken clouds
447,Holstebro,56.3601,8.6161,58.03,81,73,6.44,DK,broken clouds
448,Kartarpur,31.44,75.4997,95.31,46,6,9.19,IN,clear sky
449,Salinas,36.6777,-121.6555,62.42,76,100,14.97,US,overcast clouds
450,Shingu,33.7333,135.9833,77.4,91,100,1.07,JP,heavy intensity rain
451,Methven,-43.6333,171.65,54.91,49,1,3.0,NZ,clear sky
452,Rudnyy,52.9594,63.1206,68.23,56,3,7.16,KZ,clear sky
453,La Ronge,55.1001,-105.2842,55.54,57,22,5.77,CA,few clouds
454,Anahuac,27.2333,-100.15,88.41,47,22,27.27,MX,few clouds
455,Camocim,-2.9022,-40.8411,75.47,87,57,12.68,BR,broken clouds
456,Riohacha,11.5444,-72.9072,79.03,86,36,9.31,CO,scattered clouds
457,Moose Factory,51.2585,-80.6094,49.98,87,100,5.75,CA,overcast clouds
458,Yekaterinovka,52.0508,44.3451,58.89,75,17,11.54,RU,few clouds
459,Boueni,-12.9025,45.0761,76.98,69,13,25.66,YT,few clouds
460,Dvinskoy,62.1535,45.1175,62.17,63,9,3.53,RU,clear sky
461,Alyangula,-13.8483,136.4192,72.48,74,100,17.49,AU,overcast clouds
462,Boende,-0.2167,20.8667,68.07,97,46,2.3,CD,scattered clouds
463,Parita,8.0,-80.5167,77.32,92,54,6.15,PA,broken clouds
464,Eregli,37.5133,34.0467,63.0,53,0,1.12,TR,clear sky
465,Labuhan,-6.8844,112.2051,86.34,66,46,9.1,ID,scattered clouds
466,Uyskoye,54.3775,60.0047,62.22,68,8,2.86,RU,clear sky
467,Antsohihy,-14.8796,47.9875,71.13,58,38,12.71,MG,scattered clouds
468,Iberia,29.9502,-91.7507,79.97,89,0,3.44,US,clear sky
469,Kishapu,-3.6167,33.8667,58.84,68,3,9.06,TZ,clear sky
470,Marrakesh,31.6315,-8.0083,64.47,77,0,6.91,MA,clear sky
471,Cairns,-16.9167,145.7667,83.07,71,100,13.8,AU,overcast clouds
472,Ternate,0.8,127.4,81.36,77,76,2.84,ID,broken clouds
473,Guiyang,26.5833,106.7167,76.89,76,100,13.71,CN,overcast clouds
474,Haines Junction,60.7522,-137.5108,57.81,91,92,5.97,CA,moderate rain
475,Mercedes,-34.6515,-59.4307,36.03,54,14,1.34,AR,few clouds
476,Tessalit,20.1986,1.0114,86.18,34,41,4.74,ML,scattered clouds
477,Ponta Delgada,37.7333,-25.6667,67.5,82,40,6.91,PT,scattered clouds
478,Itarantim,-15.6597,-40.0656,62.22,97,31,2.53,BR,scattered clouds
479,Daru,-9.0763,143.2092,81.75,83,100,7.99,PG,overcast clouds
480,Visnes,59.3556,5.2242,59.22,88,100,20.71,NO,moderate rain
481,Kavaratti,10.5669,72.642,82.31,81,100,18.9,IN,overcast clouds
482,Tarko-Sale,64.9225,77.785,55.81,55,96,16.55,RU,overcast clouds
483,Chernyshevskiy,63.0128,112.4714,80.49,48,100,6.87,RU,overcast clouds
484,Mnogovershinnyy,53.9353,139.9242,76.82,32,4,8.57,RU,clear sky
485,Tiznit,29.5833,-9.5,64.56,73,0,1.45,MA,clear sky
486,Lydenburg,-25.0978,30.4597,45.39,60,0,1.72,ZA,clear sky
487,At-Bashi,41.1702,75.8106,69.94,27,0,2.3,KG,clear sky
488,Ejura,7.3856,-1.3562,68.56,97,73,3.38,GH,broken clouds
489,Kayanga,-1.5303,31.1511,55.36,66,23,4.05,TZ,few clouds
490,Narok,-1.0783,35.8601,48.43,81,91,4.21,KE,overcast clouds
491,Blackwater,-23.5833,148.8833,53.01,86,100,5.19,AU,light rain
492,Jutai,-5.1833,-68.9,76.44,78,92,1.03,BR,overcast clouds
493,Curitibanos,-27.2828,-50.5844,52.54,95,11,2.98,BR,few clouds
494,Tromso,69.6496,18.957,60.82,82,75,32.21,NO,broken clouds
495,Hope,33.6671,-93.5916,78.85,95,93,3.89,US,overcast clouds
496,Laguna,38.421,-121.4238,68.45,71,0,12.66,US,clear sky
497,Neepawa,50.2289,-99.4664,56.98,75,96,6.04,CA,overcast clouds
498,Juneau,58.3019,-134.4197,75.2,84,20,4.61,US,few clouds
499,Mansfield,53.1333,-1.2,51.44,93,35,5.23,GB,scattered clouds
500,Laja,-37.2667,-72.7,40.35,97,12,3.06,CL,few clouds
501,Padang,-0.9492,100.3543,84.25,62,90,4.14,ID,overcast clouds
502,Jalu,29.0331,21.5482,79.43,38,0,7.29,LY,clear sky
503,Rawson,-43.3002,-65.1023,48.6,51,52,22.84,AR,broken clouds
504,Huarmey,-10.0681,-78.1522,62.22,86,62,5.66,PE,broken clouds
505,Inta,66.0317,60.1659,50.05,52,5,11.95,RU,clear sky
506,Novaya Malykla,54.2,49.95,61.77,76,5,8.3,RU,clear sky
507,Kindu,-2.95,25.95,67.73,84,36,0.11,CD,scattered clouds
508,Sao Joao Da Barra,-21.6403,-41.0511,68.68,83,0,13.8,BR,clear sky
509,Gaoyou,32.7858,119.4278,90.07,56,100,9.15,CN,overcast clouds
510,Tsiroanomandidy,-18.7667,46.0333,49.59,78,0,3.27,MG,clear sky
511,Kentau,43.5206,68.5094,87.55,14,25,6.71,KZ,scattered clouds
512,Bac Lieu,9.285,105.7244,86.76,67,100,10.13,VN,moderate rain
513,Compostela,7.6731,126.0889,89.64,63,60,2.15,PH,broken clouds
514,Anloga,5.7947,0.8973,77.52,81,99,11.25,GH,overcast clouds
515,Tamandare,-8.7597,-35.1047,76.32,75,100,7.29,BR,overcast clouds
516,Yambio,4.5721,28.3955,65.21,98,93,3.89,SS,light rain
517,Mweka,-4.85,21.5667,67.32,62,96,1.43,CD,overcast clouds
518,Lensk,60.7253,114.9278,94.48,27,27,8.05,RU,scattered clouds
519,De Panne,51.0792,2.5917,56.01,92,75,6.91,BE,broken clouds
520,Talnakh,69.4865,88.3972,56.21,53,71,15.17,RU,broken clouds
521,Half Moon Bay,37.4636,-122.4286,60.89,85,100,16.11,US,overcast clouds
522,Uvinza,-5.1036,30.3911,58.21,58,5,3.4,TZ,clear sky
523,Paola,39.3599,16.0396,71.69,64,0,4.21,IT,clear sky
524,Challans,46.8436,-1.8749,54.52,93,78,7.85,FR,broken clouds
525,Aitape,-3.1374,142.3475,86.68,61,26,7.7,PG,scattered clouds
526,Manavgat,36.7867,31.4431,78.13,44,0,11.63,TR,clear sky
527,Nantucket,41.2835,-70.0995,72.0,94,100,10.36,US,mist
528,Celestun,20.8667,-90.4,80.46,82,9,12.64,MX,clear sky
529,Nouadhibou,20.931,-17.0347,67.73,85,0,21.25,MR,clear sky
530,Farafangana,-22.8167,47.8333,66.99,76,91,2.75,MG,light rain
531,Sapa,5.1544,120.3241,83.7,78,52,4.09,PH,broken clouds
532,Vostok,46.4856,135.8833,70.38,92,100,4.36,RU,light rain
533,Copiapo,-27.3667,-70.3333,44.29,50,100,1.61,CL,overcast clouds
534,Tezu,27.9167,96.1667,89.82,62,99,4.0,IN,overcast clouds
535,Magherani,46.5667,24.9,61.97,86,28,3.04,RO,scattered clouds
536,Hamilton,39.1834,-84.5333,77.85,63,0,4.61,US,clear sky
537,Inhambane,-23.865,35.3833,63.3,88,1,3.65,MZ,clear sky
538,Rafai,4.95,23.9167,67.5,98,100,2.13,CF,overcast clouds
539,Ugoofaaru,5.6667,73.0,81.0,80,96,14.29,MV,overcast clouds
540,Cabo San Lucas,22.8909,-109.9124,85.51,63,1,3.0,MX,clear sky
541,Moscow,55.7522,37.6156,69.46,62,49,9.48,RU,scattered clouds
542,San-Pedro,4.7485,-6.6363,74.34,85,100,7.0,CI,overcast clouds
543,Bar Harbor,44.3876,-68.2039,65.01,90,0,0.0,US,mist
544,Vung Tau,10.346,107.0843,85.03,72,100,12.37,VN,very heavy rain
545,Fortuna,40.5982,-124.1573,56.93,91,100,4.36,US,overcast clouds
546,Cap Malheureux,-19.9842,57.6142,73.47,60,91,11.01,MU,overcast clouds
547,Kokopo,-4.352,152.2633,86.65,60,9,6.96,PG,clear sky
548,Ust-Kulom,61.6864,53.6902,57.7,64,89,6.96,RU,overcast clouds
549,General Pico,-35.6566,-63.7568,39.16,37,3,9.19,AR,clear sky
550,Arona,28.0996,-16.681,63.12,71,20,6.91,ES,few clouds
551,Puerto Penasco,31.3167,-113.5333,85.91,79,0,7.07,MX,clear sky
552,Sao Paulo De Olivenca,-3.3783,-68.8725,74.08,94,87,0.78,BR,overcast clouds
553,Bafq,31.6128,55.4107,96.85,8,25,2.01,IR,scattered clouds
554,Lazdijai,54.2333,23.5167,57.0,94,78,8.34,LT,broken clouds
555,Cockburn Town,21.4612,-71.1419,82.02,79,58,26.6,TC,broken clouds
556,Jacareacanga,-6.2222,-57.7528,75.51,77,81,1.21,BR,broken clouds
557,Marinette,45.1,-87.6307,64.45,59,0,8.05,US,clear sky
558,Marsaxlokk,35.8419,14.5431,79.41,78,0,9.22,MT,clear sky
559,Xuddur,4.1213,43.8894,68.07,81,92,22.84,SO,overcast clouds
560,Sakakah,29.9697,40.2064,80.83,35,0,10.02,SA,clear sky
561,Cozumel,20.5083,-86.9458,77.95,91,73,8.84,MX,broken clouds
562,Mao,39.8885,4.2658,73.96,88,0,6.91,ES,clear sky
563,Ponte San Pietro,45.6963,9.5849,75.81,67,0,2.3,IT,clear sky
564,Anadyr,64.75,177.4833,44.49,93,100,23.38,RU,overcast clouds
565,Saint-Georges,12.0564,-61.7485,79.63,83,36,18.45,GD,scattered clouds
566,Waddan,29.1614,16.139,79.81,28,0,1.74,LY,clear sky
567,Ahipara,-35.1667,173.1667,58.06,61,8,3.11,NZ,clear sky
568,Lashio,22.9333,97.75,72.01,96,100,1.21,MM,overcast clouds
569,Adrar,20.5022,-10.0711,89.55,18,30,8.19,MR,scattered clouds
570,Kiruna,67.8557,20.2251,63.52,88,100,8.05,SE,overcast clouds
571,Caninde,-4.3589,-39.3117,71.69,93,61,4.25,BR,broken clouds
572,Simao,22.7886,100.9748,78.8,73,89,2.39,CN,overcast clouds
573,Metro,-5.1131,105.3067,85.89,63,41,4.79,ID,scattered clouds
574,Bartlesville,36.7473,-95.9808,80.55,76,20,4.61,US,few clouds
575,Ville-Marie,47.3335,-79.433,53.17,69,68,9.33,CA,broken clouds
576,Waingapu,-9.6567,120.2641,82.98,74,100,16.02,ID,overcast clouds
577,Pinega,64.7001,43.3936,59.7,56,0,3.51,RU,clear sky
578,Douglas,41.3,-96.167,75.07,79,0,5.75,US,clear sky
579,Mindelo,16.8901,-24.9804,71.19,78,46,18.9,CV,scattered clouds
580,Hervey Bay,-25.2986,152.8535,64.02,81,99,8.99,AU,light rain
581,Nouakchott,18.0858,-15.9785,75.13,70,78,14.65,MR,broken clouds
582,Te Anau,-45.4167,167.7167,48.09,79,72,8.03,NZ,broken clouds
583,Naron,43.5167,-8.1528,63.45,86,37,13.6,ES,scattered clouds
584,Kapuskasing,49.4169,-82.4331,50.9,83,83,7.23,CA,broken clouds
585,Cookeville,36.1628,-85.5016,74.91,92,75,0.0,US,broken clouds
586,Alexandria,31.2156,29.9553,76.42,83,9,5.53,EG,clear sky
587,Hongjiang,27.11,109.9956,75.96,99,100,4.45,CN,light rain
588,Shenxian,36.2411,115.6672,80.64,80,100,3.02,CN,heavy intensity rain
589,Taunsa,30.7048,70.6505,101.12,38,10,2.8,PK,clear sky
590,Itarema,-2.9248,-39.9167,76.03,86,9,12.55,BR,clear sky
591,Umm Lajj,25.0213,37.2685,84.31,54,100,5.77,SA,overcast clouds
592,Halifax,44.6453,-63.5724,65.7,96,100,3.0,CA,overcast clouds
593,Kupino,54.3663,77.2981,62.94,63,15,7.92,RU,few clouds
594,Okha,53.5739,142.9478,64.58,66,23,7.72,RU,few clouds
595,Beyneu,45.3167,55.2,75.58,30,100,15.57,KZ,overcast clouds
596,Soyo,-6.1349,12.3689,72.3,81,100,9.57,AO,overcast clouds
597,Atlantic City,39.3643,-74.4229,76.03,91,40,6.91,US,moderate rain
598,Altay,47.8667,88.1167,68.47,29,2,6.55,CN,clear sky
599,Chapais,49.7834,-74.8492,39.29,92,13,5.3,CA,few clouds
600,Lazaro Cardenas,17.9583,-102.2,80.1,82,78,3.38,MX,broken clouds
601,Ola,59.5833,151.2833,63.68,51,69,15.52,RU,broken clouds
602,Mansehra,34.3333,73.2,82.81,65,82,2.13,PK,broken clouds
603,Puranpur,28.5167,80.15,93.94,52,58,7.16,IN,broken clouds
604,Sobolevo,54.4299,31.8996,65.39,86,92,3.0,RU,overcast clouds
605,Vila Franca Do Campo,37.7167,-25.4333,67.19,90,39,8.12,PT,light rain
606,Pascagoula,30.3658,-88.5561,82.45,94,0,0.0,US,clear sky
607,Calvinia,-31.4707,19.776,47.23,82,91,9.62,ZA,overcast clouds
608,Lahij,13.1667,44.5833,84.74,57,95,7.67,YE,overcast clouds
609,Engenheiro Beltrao,-23.7972,-52.2692,60.26,80,0,2.98,BR,clear sky
610,Tres Arroyos,-38.3739,-60.2798,37.6,46,0,9.84,AR,clear sky
611,Haligue,13.6667,121.1167,83.82,72,100,6.2,PH,overcast clouds
612,Micheweni,-4.9667,39.8333,73.13,78,20,12.3,TZ,few clouds
613,Pochutla,15.7432,-96.4661,79.83,87,29,5.03,MX,scattered clouds
614,Maniitsoq,65.4167,-52.9,43.63,74,98,9.04,GL,overcast clouds
615,La Macarena,2.1837,-73.7849,70.34,95,80,1.48,CO,broken clouds
616,Leh,34.1667,77.5833,72.0,24,2,4.07,IN,clear sky
617,Kibre Mengist,5.8833,38.9833,56.91,79,88,3.94,ET,overcast clouds
618,Jiayuguan,39.8167,98.3,81.41,26,48,6.31,CN,scattered clouds
619,Nemuro,43.3236,145.575,61.54,95,100,7.16,JP,overcast clouds
620,Kurilsk,45.2333,147.8833,60.12,92,100,2.91,RU,overcast clouds
621,Morros,-9.4467,-46.3003,75.6,53,85,3.53,BR,overcast clouds
622,Kaseda,31.4167,130.3167,77.22,90,100,16.64,JP,overcast clouds
623,Paramirim,-13.4425,-42.2389,62.87,88,20,6.93,BR,few clouds
624,Hambantota,6.1241,81.1185,85.73,66,56,24.07,LK,broken clouds
625,Vestmanna,62.1564,-7.1664,47.32,93,100,26.46,FO,drizzle
626,Weatherford,32.7593,-97.7972,85.95,67,19,8.86,US,few clouds
627,Sembakung,3.8167,117.25,93.79,50,40,1.07,ID,scattered clouds
628,Teya,60.3778,92.6267,60.22,69,93,9.35,RU,light rain
629,Muli,2.9167,73.5667,79.14,83,100,13.04,MV,moderate rain
630,Mukhen,48.1,136.1,74.48,93,100,3.18,RU,overcast clouds
631,Forbes,-33.3833,148.0167,55.92,84,100,16.31,AU,light rain
632,Lakatoro,-16.0999,167.4164,82.18,73,8,16.06,VU,clear sky
633,Pauini,-7.7136,-66.9764,71.11,94,24,2.08,BR,few clouds
634,Dhanwar,24.4167,85.9833,88.54,59,100,9.19,IN,overcast clouds
635,Thinadhoo,0.5333,72.9333,84.34,71,95,13.8,MV,overcast clouds
636,Yerbogachen,61.2767,108.0108,63.79,96,100,5.01,RU,light rain
637,Kjollefjord,70.9457,27.3465,76.82,61,10,13.8,NO,clear sky
638,Hokitika,-42.7167,170.9667,53.1,79,10,9.37,NZ,clear sky
639,Bage,-31.3314,-54.1069,49.78,100,0,4.61,BR,clear sky
640,Port-Gentil,-0.7193,8.7815,74.23,85,80,10.89,GA,broken clouds
641,Sendhwa,21.6833,75.1,82.8,69,88,14.9,IN,overcast clouds
642,Aleksandrov Gay,50.147,48.5704,58.41,82,75,14.12,RU,broken clouds
643,Coihaique,-45.5752,-72.0662,33.75,80,0,6.91,CL,clear sky
644,Louga,58.7372,29.8453,70.12,67,100,3.04,RU,overcast clouds
645,Temple,31.0982,-97.3428,88.36,55,0,13.8,US,clear sky
646,Noumea,-22.2763,166.4572,77.0,99,96,13.04,NC,overcast clouds
647,Rincon,32.296,-81.2354,79.84,86,20,8.05,US,few clouds
648,Messina,38.1933,15.5497,80.56,76,5,11.5,IT,clear sky
649,Xiaoshi,41.2971,124.1209,75.67,83,84,5.55,CN,broken clouds
650,Kawalu,-7.3817,108.2082,84.81,66,65,3.87,ID,broken clouds
651,Angoche,-16.2325,39.9086,70.18,77,16,4.54,MZ,few clouds
652,Port Hedland,-20.3167,118.5667,73.45,20,0,19.57,AU,clear sky
653,Porto Novo,6.4965,2.6036,73.83,87,94,4.65,BJ,overcast clouds
654,Carbonear,47.7332,-53.2148,64.15,93,100,16.37,CA,overcast clouds
655,Kushmurun,52.4503,64.6311,66.04,55,2,9.4,KZ,clear sky
656,Kampot,10.6167,104.1833,80.65,67,100,7.47,KH,light rain
657,College,64.8569,-147.8028,84.07,44,75,4.61,US,smoke
658,Omboue,-1.5746,9.2618,71.55,92,30,5.59,GA,scattered clouds
659,Puerto Ayacucho,5.6639,-67.6236,74.5,94,99,2.86,VE,overcast clouds
660,Nanchang,28.6833,115.8833,81.18,87,100,2.86,CN,light rain
661,Poya,-21.35,165.15,80.24,68,94,6.26,NC,overcast clouds
662,Okhotsk,59.3833,143.3,64.9,53,9,8.03,RU,clear sky
663,Chilliwack,49.1747,-121.9443,69.37,68,99,1.01,CA,overcast clouds
664,Kayes,14.0,-11.0,74.97,79,94,5.08,ML,overcast clouds
665,Bahia Blanca,-38.7196,-62.2724,43.92,35,4,12.75,AR,clear sky
666,Ler,8.3018,30.1418,71.1,90,93,4.47,SS,overcast clouds
667,Khorramshahr,30.4397,48.1664,91.35,17,0,15.88,IR,clear sky
668,Batemans Bay,-35.7167,150.1833,55.09,78,89,15.61,AU,overcast clouds
669,Adeje,28.1227,-16.726,67.32,72,20,6.91,ES,few clouds
670,Klyuchi,52.2667,79.1667,71.38,44,76,7.74,RU,broken clouds
671,Manokwari,-0.8667,134.0833,77.56,90,94,12.66,ID,overcast clouds
672,Ust-Kut,56.7938,105.7672,62.71,80,100,10.22,RU,overcast clouds
673,Altamira,-3.2033,-52.2064,71.62,98,75,2.1,BR,broken clouds
674,Ostersund,63.1792,14.6357,54.05,87,5,10.36,SE,clear sky
675,Tual,-5.6667,132.75,79.77,87,100,21.5,ID,heavy intensity rain
676,Santo Antonio Do Monte,-20.0872,-45.2936,57.52,70,0,4.72,BR,clear sky
677,Port Keats,-14.25,129.55,78.31,42,7,13.35,AU,clear sky
678,Tomatlan,19.9333,-105.25,76.98,88,71,2.3,MX,broken clouds
679,Maua,-23.6678,-46.4614,66.49,73,0,5.21,BR,clear sky
680,Poum,-20.2333,164.0167,78.03,81,100,19.06,NC,overcast clouds
681,Srednekolymsk,67.45,153.6833,66.24,30,1,13.96,RU,clear sky
682,Mitu,1.1983,-70.1733,70.3,99,98,1.52,CO,overcast clouds
683,Trzebnica,51.3108,17.0633,57.0,90,0,5.39,PL,clear sky
684,San Jose,37.3394,-121.895,61.39,75,75,12.66,US,broken clouds
685,Plon,54.1667,10.4167,65.8,56,96,10.65,DE,overcast clouds
686,Bend,44.0582,-121.3153,61.61,87,75,19.57,US,broken clouds
687,Mori,34.8333,137.9333,84.43,77,100,3.74,JP,overcast clouds
688,Rocha,-34.4833,-54.3333,39.6,91,3,3.22,UY,clear sky
689,Bereda,43.2686,-7.5406,62.42,100,100,7.4,ES,overcast clouds
690,Brumado,-14.2036,-41.6653,64.29,89,8,4.88,BR,clear sky
691,Vidim,56.4088,103.1106,66.65,55,78,9.69,RU,light rain
692,Ambulu,-8.345,113.6058,84.79,69,40,4.14,ID,scattered clouds
693,Alice Springs,-23.7,133.8833,54.95,38,0,12.66,AU,clear sky
694,Peniche,39.3558,-9.3811,65.1,93,100,7.14,PT,overcast clouds
695,Gobabis,-22.45,18.9667,47.25,66,0,12.26,NA,clear sky
696,Irtyshskiy,58.3333,68.1333,59.43,73,100,4.76,RU,overcast clouds
697,Pirogovskiy,55.9781,37.7336,70.14,60,0,6.71,RU,clear sky
698,Kamenka,51.3223,42.7678,58.78,75,8,10.18,RU,clear sky
