City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
319,Shimoda,JP,83.1,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
320,Abu Samrah,SY,75.42,clear sky,35.3029,37.1841,
321,Fukue,JP,77.88,overcast clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
322,Pitimbu,BR,73.99,broken clouds,-7.4706,-34.8086,Reserva do Abiaí
323,Santa Vitoria Do Palmar,BR,44.28,few clouds,-33.5189,-53.3681,Hostel Comodoro
325,Choa Saidan Shah,PK,90.16,few clouds,32.7201,72.9849,Office RFO RM
326,Sur,OM,90.75,overcast clouds,22.5667,59.5289,Sur Plaza Hotel
327,Bowen,AU,66.33,overcast clouds,-20.0167,148.2333,Castle Motor Lodge Motel
328,Taoudenni,ML,92.52,clear sky,22.6783,-3.9836,
329,Valparaiso,CL,51.48,scattered clouds,-33.0393,-71.6273,Hotel Ultramar
330,Yakeshi,CN,93.76,scattered clouds,49.2833,120.7333,Longhua Hotel
331,Barao De Melgaco,BR,71.58,scattered clouds,-16.1944,-55.9675,Tuiuiu Pantanal Hotel
332,Ornes,NO,55.78,overcast clouds,66.8689,13.7078,Ørnes Hotell AS
333,Darhan,MN,66.15,overcast clouds,49.4867,105.9228,Buudai Hotel
334,Kedougou,SN,73.31,light rain,12.5579,-12.1743,Relais de Kédougou
335,Witham,GB,57.09,scattered clouds,51.8001,0.6404,The Rivenhall Hotel
336,Komsomolskiy,UZ,84.92,clear sky,40.4272,71.7189,Ikathouse
337,Neuquen,AR,46.08,few clouds,-38.9516,-68.0591,Hotel del Comahue
338,Severo-Kurilsk,RU,52.81,broken clouds,50.6789,156.125,Kak Doma
339,Carutapera,BR,75.13,scattered clouds,-1.195,-46.02,Lidera
340,Carlsbad,US,68.81,broken clouds,33.1581,-117.3506,Carlsbad Inn Beach Resort
341,Rodrigues Alves,BR,73.31,broken clouds,-7.738,-72.6509,Pousada Aconchego
342,Noshiro,JP,79.52,broken clouds,40.2039,140.0242,Suigetsu
343,Newport,GB,56.61,overcast clouds,51.5877,-2.9984,ibis budget Newport
344,Evensk,RU,59.5,light rain,61.95,159.2333,
345,Nhulunbuy,AU,74.01,broken clouds,-12.2333,136.7667,East Arnhem Real Estate
346,Harper,LR,74.93,overcast clouds,4.375,-7.7169,Screensaver
347,Itupiranga,BR,79.12,broken clouds,-5.1347,-49.3267,Hotel Panorama
348,Jardim,BR,68.79,clear sky,-21.4803,-56.1381,Estancia Hotel - Jardim MS
349,Godda,IN,91.08,overcast clouds,24.8333,87.2167,HOTEL TUSH TAYA RESIDENCY
350,Kenai,US,71.02,clear sky,60.5544,-151.2583,Aspen Extended Stay Suites
351,Xining,CN,74.8,broken clouds,36.6167,101.7667,Super Leisure Hotel
352,Krasnoselkup,RU,57.65,overcast clouds,65.7,82.4667,Krasnosel'kupnefteprodukt
353,Boma,GH,69.33,overcast clouds,7.0805,-2.1697,Obaatanpa Hotel
354,Mayo,US,75.61,clear sky,38.8876,-76.5119,Resorts Resource Group International
355,Channel-Port Aux Basques,CA,59.0,overcast clouds,47.5702,-59.1367,St. Christopher's Hotel
356,Aykino,RU,58.75,overcast clouds,62.2248,49.9922,Gostinitsa
357,Puerto Escondido,MX,82.22,broken clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
358,La Union,PE,64.96,clear sky,-5.4,-80.75,Los Portales
359,Gerash,IR,91.92,scattered clouds,27.6652,54.1371,Sa'adat House Gerash
360,Kayattar,IN,88.0,overcast clouds,8.95,77.8,Aafi nowfi Lodge
361,Provideniya,RU,52.25,overcast clouds,64.3833,-173.3,
362,Naryan-Mar,RU,53.02,scattered clouds,67.6713,53.087,Hostel Agat
363,San Isidro,PE,61.02,overcast clouds,-12.1167,-77.05,Radisson Hotel Decapolis Miraflores
364,Horsham,GB,54.25,clear sky,51.064,-0.3272,Springfields Hotel
365,Dunedin,NZ,55.8,clear sky,-45.8742,170.5036,Scenic Hotel Southern Cross
366,Port Hardy,CA,57.4,scattered clouds,50.6996,-127.4199,Airport Inn-Port Hardy
367,Coudekerque-Branche,FR,55.99,broken clouds,51.0229,2.3936,All Suites Appart Hôtel Dunkerque
368,Lavrentiya,RU,47.1,overcast clouds,65.5833,-171.0,
369,Talcahuano,CL,38.88,mist,-36.7167,-73.1167,departamento comodo
370,Kalaleh,IR,74.5,light rain,37.3807,55.4916,کلاله
371,Maragogi,BR,76.37,overcast clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
372,Tabas,IR,96.96,scattered clouds,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
373,Hay River,CA,54.97,overcast clouds,60.8156,-115.7999,Ptarmigan Inn
374,Taltal,CL,58.05,broken clouds,-25.4,-70.4833,Residencial Karime
375,Nata,PA,75.52,broken clouds,8.3333,-80.5167,Rey David
376,Andenes,NO,57.92,overcast clouds,69.3143,16.1194,Hotell Marena
377,Zhezkazgan,KZ,80.58,clear sky,47.8043,67.7144,Hotel Zumrat
378,Mayumba,GA,70.05,few clouds,-3.432,10.6554,LIKWALE LODGE
379,Vila Velha,BR,65.95,clear sky,-20.3297,-40.2925,Hotel Vitória Palace
380,Puerto Madryn,AR,48.92,broken clouds,-42.7692,-65.0385,Hotel Tolosa
381,Devonport,AU,50.09,clear sky,-41.1667,146.35,Gateway Hotel by Nightcap Plus
382,Petropavlovsk-Kamchatskiy,RU,63.19,broken clouds,53.0452,158.6483,The Hotel Petropavlovsky
383,Naze,JP,78.01,overcast clouds,28.3667,129.4833,Shishime Hotel
384,Isangel,VU,77.77,overcast clouds,-19.55,169.2667,Tanna Lodge
385,Cocachacra,PE,59.11,scattered clouds,-17.0883,-71.7575,Hospedaje - El Refugio
386,Adre,TD,78.03,overcast clouds,13.4667,22.2,
387,Ulaangom,MN,66.9,overcast clouds,49.9811,92.0667,Achit Nuur Hotel & Restaurant
388,San Cristobal,VE,73.58,overcast clouds,7.7669,-72.225,Pirineos
389,Blagoyevo,RU,60.87,broken clouds,63.3667,47.9167,
390,Changji,CN,81.39,clear sky,44.0167,87.3167,Lvye Holiday Resort
391,Ilulissat,GL,41.02,scattered clouds,69.2167,-51.1,Hotel Arctic
392,Nongan,CN,76.98,overcast clouds,44.382,125.1685,Quanhu Resort
393,Ferme-Neuve,CA,56.08,broken clouds,46.7001,-75.4493,Pourvoirie Club Fontbrune Ltee
394,Tazovskiy,RU,47.55,overcast clouds,67.4667,78.7,TazHostel
395,Adiake,CI,75.65,overcast clouds,5.2863,-3.304,HOTEL COEUR D'OR
396,Pangnirtung,CA,42.31,overcast clouds,66.1451,-65.7125,Kilabuk Lodge
397,Grindavik,IS,48.67,broken clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
398,Kondoa,TZ,49.14,clear sky,-4.9,35.7833,Bab Al Shams Inland Lodge
399,Maumere,ID,84.09,overcast clouds,-8.6199,122.2111,Sylvia Hotel
400,Innisfail,AU,70.03,overcast clouds,-17.5333,146.0333,Moondarra Motel
401,Chuka,KE,56.44,overcast clouds,-0.3332,37.6459,Mountain Breeze Guest House
402,Awjilah,LY,78.93,clear sky,29.1081,21.2869,المنزل
403,Banatski Karlovac,RS,71.6,clear sky,45.0472,21.0161,
404,Auki,SB,85.69,scattered clouds,-8.7676,160.7034,Auki Motel
405,Canon City,US,67.44,clear sky,38.441,-105.2424,Travel Inn Motel
406,Kugulta,RU,63.18,clear sky,45.3636,42.3889,
407,Golpayegan,IR,82.62,clear sky,33.4537,50.2884,Golpayegan Tourist Hotel
408,Christchurch,NZ,59.2,clear sky,-43.5333,172.6333,The George
409,Constitucion,CL,51.03,overcast clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
410,Quatre Cocos,MU,73.09,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
411,Lucea,JM,78.85,broken clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
412,Linxia,CN,82.02,clear sky,35.6003,103.2064,GreenTree Inn Linxia Autonomous Prefecture Linxia Oxford River Avenue Express Hotel
413,San Quintin,MX,66.04,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
414,Portland,US,68.58,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
415,Nanortalik,GL,45.1,overcast clouds,60.1432,-45.2371,Hotel Kap Farvel
416,Costa Rica,BR,67.66,clear sky,-23.4167,-54.65,
417,Syamzha,RU,63.86,scattered clouds,60.0158,41.0614,Hotel Syamzha
418,Pasighat,IN,89.26,broken clouds,28.0667,95.3333,Siang Guest House
419,Camana,PE,60.1,scattered clouds,-16.6228,-72.7111,Hostal Morales
420,Kaeo,NZ,58.32,few clouds,-35.1,173.7833,Bushido Lodge
421,Tshikapa,CD,70.25,scattered clouds,-6.4167,20.8,Tatem beach
422,Khandyga,RU,83.57,broken clouds,62.6667,135.6,Apel'sin
423,Mbuji-Mayi,CD,69.6,scattered clouds,-6.15,23.6,HOTEL METROPOLE DU KASAI
424,Longhua,CN,79.9,light rain,23.6137,114.1919,Huadu Hotel
425,Avallon,FR,54.75,clear sky,47.4833,3.9,Hotel d'Avallon Vauban
426,Honiara,SB,88.25,clear sky,-9.4333,159.95,Heritage Park Hotel
427,Margate,GB,57.69,few clouds,51.3813,1.3862,Premier Inn Margate hotel
428,Santa,PH,89.02,light rain,17.486,120.4348,Monte Leah Beach Resort
429,Loding,NO,55.65,overcast clouds,67.3,14.75,Arctic Kramer
430,Muana,BR,72.9,few clouds,-1.5283,-49.2167,Pousada Bella do Marajó
431,Linfen,CN,90.7,clear sky,36.0889,111.5189,Suoxing Hotel
433,Mineiros,BR,64.6,broken clouds,-17.5694,-52.5511,Pilões Palace Hotel
434,Sambava,MG,70.18,light rain,-14.2667,50.1667,Melrose
435,Cervo,ES,61.97,broken clouds,43.6702,-7.4101,Hotel Spa Galatea
436,Donetsk,UA,63.34,clear sky,48.0,37.8,Park Inn by Radisson Donetsk
437,Mama,RU,87.31,clear sky,58.3106,112.8986,
438,Rio Grande,BR,50.95,overcast clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
439,Enid,US,82.56,scattered clouds,36.3956,-97.8784,Ramada by Wyndham Enid
440,Manado,ID,88.57,few clouds,1.487,124.8455,Aryaduta Hotel
441,Flin Flon,CA,55.47,broken clouds,54.7682,-101.865,Victoria Inn Flin Flon
442,Cabedelo,BR,74.07,light rain,-6.9811,-34.8339,Pousada Camboinha
443,Kanker,IN,81.7,overcast clouds,20.2719,81.4931,STARiHOTEL Kanker
444,Sehithwa,BW,56.01,scattered clouds,-20.4667,22.7167,MONLEK GUEST HOUSE
445,Santarem,BR,73.53,few clouds,-2.4431,-54.7083,Hotel Imperador
446,Carauari,BR,73.76,broken clouds,-4.8828,-66.8958,Hotel Fellip
447,Holstebro,DK,58.03,broken clouds,56.3601,8.6161,Best Western Hotel Royal Holstebro
448,Kartarpur,IN,95.31,clear sky,31.44,75.4997,Kumar RO world home
449,Salinas,US,62.42,overcast clouds,36.6777,-121.6555,Laurel Inn & Conference Center
450,Shingu,JP,77.4,heavy intensity rain,33.7333,135.9833,Shingu UI Hotel
451,Methven,NZ,54.91,clear sky,-43.6333,171.65,Brinkley Resort
452,Rudnyy,KZ,68.23,clear sky,52.9594,63.1206,Gostinitsa Troya
453,La Ronge,CA,55.54,few clouds,55.1001,-105.2842,Northland Motor Hotel
454,Anahuac,MX,88.41,few clouds,27.2333,-100.15,HOTEL SAN FELIPE
455,Camocim,BR,75.47,broken clouds,-2.9022,-40.8411,Ilha Praia Hotel
456,Riohacha,CO,79.03,scattered clouds,11.5444,-72.9072,Hotel Taroa
457,Moose Factory,CA,49.98,overcast clouds,51.2585,-80.6094,Cree Village Eco Lodge
458,Yekaterinovka,RU,58.89,few clouds,52.0508,44.3451,Gostinitsa
459,Boueni,YT,76.98,few clouds,-12.9025,45.0761,The feet in water
460,Dvinskoy,RU,62.17,clear sky,62.1535,45.1175,Gostinitsa Dvinskaya
461,Alyangula,AU,72.48,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
462,Boende,CD,68.07,scattered clouds,-0.2167,20.8667,
463,Parita,PA,77.32,broken clouds,8.0,-80.5167,Finca Huertos y Jardines
464,Eregli,TR,63.0,clear sky,37.5133,34.0467,Hotel Fuat Bey
465,Labuhan,ID,86.34,scattered clouds,-6.8844,112.2051,DoubleFAG
466,Uyskoye,RU,62.22,clear sky,54.3775,60.0047,Niva
467,Antsohihy,MG,71.13,scattered clouds,-14.8796,47.9875,Hotel de Ville
468,Iberia,US,79.97,clear sky,29.9502,-91.7507,back to back rv park
469,Kishapu,TZ,58.84,clear sky,-3.6167,33.8667,Stage 2
470,Marrakesh,MA,64.47,clear sky,31.6315,-8.0083,Les Jardins de La Koutoubia
471,Cairns,AU,83.07,overcast clouds,-16.9167,145.7667,Mantra Trilogy Cairns
472,Ternate,ID,81.36,broken clouds,0.8,127.4,Sahid Bela Ternate Hotel
473,Guiyang,CN,76.89,overcast clouds,26.5833,106.7167,Guo Tai Hotel Guiyang
474,Haines Junction,CA,57.81,moderate rain,60.7522,-137.5108,Parkside Inn
475,Mercedes,AR,36.03,few clouds,-34.6515,-59.4307,Posada del Inti Centro
476,Tessalit,ML,86.18,scattered clouds,20.1986,1.0114,
477,Ponta Delgada,PT,67.5,scattered clouds,37.7333,-25.6667,Vila Nova Hotel
478,Itarantim,BR,62.22,scattered clouds,-15.6597,-40.0656,Pousada Buterfly
479,Daru,PG,81.75,overcast clouds,-9.0763,143.2092,Daru Lodge
480,Visnes,NO,59.22,moderate rain,59.3556,5.2242,Park Inn Haugesund Airport
481,Kavaratti,IN,82.31,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
482,Tarko-Sale,RU,55.81,overcast clouds,64.9225,77.785,Yubileynaya
483,Chernyshevskiy,RU,80.49,overcast clouds,63.0128,112.4714,Chernyseyskiy
484,Mnogovershinnyy,RU,76.82,clear sky,53.9353,139.9242,Obshchezhitiye 14
485,Tiznit,MA,64.56,clear sky,29.5833,-9.5,
486,Lydenburg,ZA,45.39,clear sky,-25.0978,30.4597,The Palms Boutique Hotel
487,At-Bashi,KG,69.94,clear sky,41.1702,75.8106,Hostel At-Bashy
488,Ejura,GH,68.56,broken clouds,7.3856,-1.3562,Fire Servece
489,Kayanga,TZ,55.36,few clouds,-1.5303,31.1511,Sunflower Hotel
490,Narok,KE,48.43,overcast clouds,-1.0783,35.8601,OLORROPIL TOWERS
491,Blackwater,AU,53.01,light rain,-23.5833,148.8833,Blackwater Motor Inn
492,Jutai,BR,76.44,overcast clouds,-5.1833,-68.9,
493,Curitibanos,BR,52.54,few clouds,-27.2828,-50.5844,Tortato Palace Hotel
494,Tromso,NO,60.82,broken clouds,69.6496,18.957,"Radisson Blu Hotel, Tromsø"
495,Hope,US,78.85,overcast clouds,33.6671,-93.5916,Best Western Hope
496,Laguna,US,68.45,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
497,Neepawa,CA,56.98,overcast clouds,50.2289,-99.4664,"Westway Inn Motel, Neepawa"
498,Juneau,US,75.2,few clouds,58.3019,-134.4197,"Baranof Downtown, BW Signature Collection"
499,Mansfield,GB,51.44,scattered clouds,53.1333,-1.2,Mansfield Lodge Hotel
500,Laja,CL,40.35,few clouds,-37.2667,-72.7,Camping Los Martínez
501,Padang,ID,84.25,overcast clouds,-0.9492,100.3543,Mercure Padang
502,Jalu,LY,79.43,clear sky,29.0331,21.5482,صاحبة الفخامة
503,Rawson,AR,48.6,broken clouds,-43.3002,-65.1023,Hosteria Sampedro
504,Huarmey,PE,62.22,broken clouds,-10.0681,-78.1522,Hotel Miramar
505,Inta,RU,50.05,clear sky,66.0317,60.1659,Apartments in Inta city
506,Novaya Malykla,RU,61.77,clear sky,54.2,49.95,Gostinitsa
507,Kindu,CD,67.73,scattered clouds,-2.95,25.95,Résidence Okanda
508,Sao Joao Da Barra,BR,68.68,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
509,Gaoyou,CN,90.07,overcast clouds,32.7858,119.4278,如家快捷酒店
510,Tsiroanomandidy,MG,49.59,clear sky,-18.7667,46.0333,Hotel Ravinala
511,Kentau,KZ,87.55,scattered clouds,43.5206,68.5094,Safary
512,Bac Lieu,VN,86.76,moderate rain,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
513,Compostela,PH,89.64,broken clouds,7.6731,126.0889,Cocos hotel
514,Anloga,GH,77.52,overcast clouds,5.7947,0.8973,Pin Drop Hotel
515,Tamandare,BR,76.32,overcast clouds,-8.7597,-35.1047,Pousada 100 Passos
516,Yambio,SS,65.21,light rain,4.5721,28.3955,Naivasha Hotel
517,Mweka,CD,67.32,overcast clouds,-4.85,21.5667,Guest House Boshab
518,Lensk,RU,94.48,scattered clouds,60.7253,114.9278,ТинОрС
519,De Panne,BE,56.01,broken clouds,51.0792,2.5917,Hotel aan Zee
520,Talnakh,RU,56.21,broken clouds,69.4865,88.3972,Talnakh Hotel
521,Half Moon Bay,US,60.89,overcast clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
522,Uvinza,TZ,58.21,clear sky,-5.1036,30.3911,Crown Lodge and lounge
523,Paola,IT,71.69,clear sky,39.3599,16.0396,Albergo Blumentag
524,Challans,FR,54.52,broken clouds,46.8436,-1.8749,Citotel Le Challans
525,Aitape,PG,86.68,scattered clouds,-3.1374,142.3475,
526,Manavgat,TR,78.13,clear sky,36.7867,31.4431,Lake & River Side Hotel & Spa
527,Nantucket,US,72.0,mist,41.2835,-70.0995,Jared Coffin House
528,Celestun,MX,80.46,clear sky,20.8667,-90.4,Posada Lilia
529,Nouadhibou,MR,67.73,clear sky,20.931,-17.0347,El Medina
530,Farafangana,MG,66.99,light rain,-22.8167,47.8333,Miarina
531,Sapa,PH,83.7,broken clouds,5.1544,120.3241,
532,Vostok,RU,70.38,light rain,46.4856,135.8833,
533,Copiapo,CL,44.29,overcast clouds,-27.3667,-70.3333,Antay Casino Hotel
534,Tezu,IN,89.82,overcast clouds,27.9167,96.1667,Circuit House
535,Magherani,RO,61.97,scattered clouds,46.5667,24.9,
536,Hamilton,US,77.85,clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
537,Inhambane,MZ,63.3,clear sky,-23.865,35.3833,Oceano
538,Rafai,CF,67.5,overcast clouds,4.95,23.9167,
539,Ugoofaaru,MV,81.0,overcast clouds,5.6667,73.0,Ungoofaaru Inn
540,Cabo San Lucas,MX,85.51,clear sky,22.8909,-109.9124,Vista Roof Restaurant
541,Moscow,RU,69.46,scattered clouds,55.7522,37.6156,"The Ritz-Carlton, Moscow"
542,San-Pedro,CI,74.34,overcast clouds,4.7485,-6.6363,Hotel Maria
543,Bar Harbor,US,65.01,mist,44.3876,-68.2039,Atlantic Oceanside Hotel & Event Center
544,Vung Tau,VN,85.03,very heavy rain,10.346,107.0843,Seaside Resort
545,Fortuna,US,56.93,overcast clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
546,Cap Malheureux,MU,73.47,overcast clouds,-19.9842,57.6142,Pereybere Hotel & Spa
547,Kokopo,PG,86.65,clear sky,-4.352,152.2633,Kokopo Beach Bungalow Resort
548,Ust-Kulom,RU,57.7,overcast clouds,61.6864,53.6902,Ip Napalkov Vasiliy Dmitriyevich
549,General Pico,AR,39.16,clear sky,-35.6566,-63.7568,Euskadi Hotel
550,Arona,ES,63.12,few clouds,28.0996,-16.681,Paradise Court
551,Puerto Penasco,MX,85.91,clear sky,31.3167,-113.5333,Playa Bonita Resort
552,Sao Paulo De Olivenca,BR,74.08,overcast clouds,-3.3783,-68.8725,
553,Bafq,IR,96.85,scattered clouds,31.6128,55.4107,Alamdar Hotel
554,Lazdijai,LT,57.0,broken clouds,54.2333,23.5167,Poilsis prie Akmenių ežero
555,Cockburn Town,TC,82.02,broken clouds,21.4612,-71.1419,Osprey Beach Hotel
556,Jacareacanga,BR,75.51,broken clouds,-6.2222,-57.7528,Casa do Ian😎
557,Marinette,US,64.45,clear sky,45.1,-87.6307,AmericInn by Wyndham Menominee
558,Marsaxlokk,MT,79.41,clear sky,35.8419,14.5431,Water's Edge
559,Xuddur,SO,68.07,overcast clouds,4.1213,43.8894,Banjanay Hotel
560,Sakakah,SA,80.83,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
561,Cozumel,MX,77.95,broken clouds,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
562,Mao,ES,73.96,clear sky,39.8885,4.2658,ARTIEM Capri
563,Ponte San Pietro,IT,75.81,clear sky,45.6963,9.5849,ART & HOTEL TREVIOLO
564,Anadyr,RU,44.49,overcast clouds,64.75,177.4833,Отке17.ру — жильё для командированных
565,Saint-Georges,GD,79.63,scattered clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
566,Waddan,LY,79.81,clear sky,29.1614,16.139,محل الشريف محمد العايب
567,Ahipara,NZ,58.06,clear sky,-35.1667,173.1667,Ahipara Holiday Park
568,Lashio,MM,72.01,overcast clouds,22.9333,97.75,Hotel CF Lashio - Burmese Only
569,Adrar,MR,89.55,scattered clouds,20.5022,-10.0711,
570,Kiruna,SE,63.52,overcast clouds,67.8557,20.2251,Camp Ripan
571,Caninde,BR,71.69,broken clouds,-4.3589,-39.3117,Hotel Casa Grande II
572,Simao,CN,78.8,overcast clouds,22.7886,100.9748,Changyu Hotel
573,Metro,ID,85.89,scattered clouds,-5.1131,105.3067,OYO 3177 Wisma Lintang
574,Bartlesville,US,80.55,few clouds,36.7473,-95.9808,Hilton Garden Inn Bartlesville
575,Ville-Marie,CA,53.17,broken clouds,47.3335,-79.433,La Bannik
576,Waingapu,ID,82.98,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
577,Pinega,RU,59.7,clear sky,64.7001,43.3936,"Gostevoy Dom Ooo ""Pinezh'yeles"""
578,Douglas,US,75.07,clear sky,41.3,-96.167,Hilton Garden Inn Omaha West
579,Mindelo,CV,71.19,scattered clouds,16.8901,-24.9804,Hotel Gaudi
580,Hervey Bay,AU,64.02,light rain,-25.2986,152.8535,Shelly Bay Resort
581,Nouakchott,MR,75.13,broken clouds,18.0858,-15.9785,HOTEL IMAN
582,Te Anau,NZ,48.09,broken clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
583,Naron,ES,63.45,scattered clouds,43.5167,-8.1528,Marcial
584,Kapuskasing,CA,50.9,broken clouds,49.4169,-82.4331,Park Inn Motel
585,Cookeville,US,74.91,broken clouds,36.1628,-85.5016,La Quinta Inn & Suites by Wyndham Cookeville
586,Alexandria,EG,76.42,clear sky,31.2156,29.9553,Royal Crown Hotel
587,Hongjiang,CN,75.96,light rain,27.11,109.9956,洪江大酒店
588,Shenxian,CN,80.64,heavy intensity rain,36.2411,115.6672,Xinhe Hotel
589,Taunsa,PK,101.12,clear sky,30.7048,70.6505,Nan shop
590,Itarema,BR,76.03,clear sky,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
591,Umm Lajj,SA,84.31,overcast clouds,25.0213,37.2685,Moon light Furnished Units
592,Halifax,CA,65.7,overcast clouds,44.6453,-63.5724,Hotel Halifax
593,Kupino,RU,62.94,few clouds,54.3663,77.2981,Hotel Sibiria Inn
594,Okha,RU,64.58,few clouds,53.5739,142.9478,Sakhalin-Sfera
595,Beyneu,KZ,75.58,overcast clouds,45.3167,55.2,NUR
596,Soyo,AO,72.3,overcast clouds,-6.1349,12.3689,Hospedaria ndozi'ame
597,Atlantic City,US,76.03,moderate rain,39.3643,-74.4229,Courtyard by Marriott Atlantic City Beach Block
598,Altay,CN,68.47,clear sky,47.8667,88.1167,Jinqiao Hotel
599,Chapais,CA,39.29,few clouds,49.7834,-74.8492,Hôtel Opémiska
600,Lazaro Cardenas,MX,80.1,broken clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
601,Ola,RU,63.68,broken clouds,59.5833,151.2833,
602,Mansehra,PK,82.81,broken clouds,34.3333,73.2,Aashiana Hotel Manshera
603,Puranpur,IN,93.94,broken clouds,28.5167,80.15,Randhawa Residency
604,Sobolevo,RU,65.39,overcast clouds,54.4299,31.8996,
605,Vila Franca Do Campo,PT,67.19,light rain,37.7167,-25.4333,Pestana Bahia Praia
606,Pascagoula,US,82.45,clear sky,30.3658,-88.5561,Regency Inn
607,Calvinia,ZA,47.23,overcast clouds,-31.4707,19.776,Die Lemoenhuis
608,Lahij,YE,84.74,overcast clouds,13.1667,44.5833,
609,Engenheiro Beltrao,BR,60.26,clear sky,-23.7972,-52.2692,Hotel Vitória Régia
610,Tres Arroyos,AR,37.6,clear sky,-38.3739,-60.2798,Habitacion Triple con baño y entrada privada
611,Haligue,PH,83.82,overcast clouds,13.6667,121.1167,Centro maysahing
612,Micheweni,TZ,73.13,few clouds,-4.9667,39.8333,
613,Pochutla,MX,79.83,scattered clouds,15.7432,-96.4661,Hotel Posada San Jose
614,Maniitsoq,GL,43.63,overcast clouds,65.4167,-52.9,Hotel Heilmann Lyberth
615,La Macarena,CO,70.34,broken clouds,2.1837,-73.7849,Casa Hotel Real
616,Leh,IN,72.0,clear sky,34.1667,77.5833,Hotel Ladakh Greens
617,Kibre Mengist,ET,56.91,overcast clouds,5.8833,38.9833,kal beauty salone adola
618,Jiayuguan,CN,81.41,scattered clouds,39.8167,98.3,Jiugang Hotel - Jiayuguan
619,Nemuro,JP,61.54,overcast clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
620,Kurilsk,RU,60.12,overcast clouds,45.2333,147.8833,Hotel Ostrov
621,Morros,BR,75.6,overcast clouds,-9.4467,-46.3003,
622,Kaseda,JP,77.22,overcast clouds,31.4167,130.3167,Sun Stay Kaseda
623,Paramirim,BR,62.87,few clouds,-13.4425,-42.2389,Pousada Rio Pequeno
624,Hambantota,LK,85.73,broken clouds,6.1241,81.1185,Bungalow 63
625,Vestmanna,FO,47.32,drizzle,62.1564,-7.1664,Vestmanna Camping
626,Weatherford,US,85.95,few clouds,32.7593,-97.7972,Woodland Suites
627,Sembakung,ID,93.79,scattered clouds,3.8167,117.25,
628,Teya,RU,60.22,light rain,60.3778,92.6267,
629,Muli,MV,79.14,moderate rain,2.9167,73.5667,Medhufushi Island Resort
630,Mukhen,RU,74.48,overcast clouds,48.1,136.1,
631,Forbes,AU,55.92,light rain,-33.3833,148.0167,Lake Forbes Motel
632,Lakatoro,VU,82.18,clear sky,-16.0999,167.4164,Lakatoro Palm Lodge
633,Pauini,BR,71.11,few clouds,-7.7136,-66.9764,Casa do Kiwliks
634,Dhanwar,IN,88.54,overcast clouds,24.4167,85.9833,K G N HOTEL
635,Thinadhoo,MV,84.34,overcast clouds,0.5333,72.9333,
636,Yerbogachen,RU,63.79,light rain,61.2767,108.0108,
637,Kjollefjord,NO,76.82,clear sky,70.9457,27.3465,Hotel Nordkyn
638,Hokitika,NZ,53.1,clear sky,-42.7167,170.9667,Beachfront Hotel Hokitika
639,Bage,BR,49.78,clear sky,-31.3314,-54.1069,Hotel Obino - Bagé
640,Port-Gentil,GA,74.23,broken clouds,-0.7193,8.7815,Fengshui Residence
641,Sendhwa,IN,82.8,overcast clouds,21.6833,75.1,Hotel Shagun Garden
642,Aleksandrov Gay,RU,58.41,broken clouds,50.147,48.5704,Gostinitsa
643,Coihaique,CL,33.75,clear sky,-45.5752,-72.0662,Diego De Almagro Coyhaique
644,Louga,RU,70.12,overcast clouds,58.7372,29.8453,U Lysoy Gory Hotel
645,Temple,US,88.36,clear sky,31.0982,-97.3428,Hilton Garden Inn Temple Medical Center
646,Noumea,NC,77.0,overcast clouds,-22.2763,166.4572,Hôtel Le Lagon
647,Rincon,US,79.84,few clouds,32.296,-81.2354,Days Inn Rincon
